Annotated Answer,Final_Output,Original_Query,Quality_of_Answer,Query Type,Total_Cost,Total_Energy,Total_Latency,assignment,category,cost,energy,iteration,latency,plan,qoa,query_type,run_time_seconds,source_file,step_logs,struct_id,New_QoA_Score
6,3,How many of Jacob Abraham Camille Pissarro's seven children also became painters?,0.7423207759857178,Art,2.04e-06,2.075078,2.971412,"(3,)",results_art,8.819999999999999e-06,9.0165486,1,12.911264400000002,"[([0], ['qwen2.5:14b'])]",0.4763900198042393,Art,11775.491151809692,qoa_results_art_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: How many of Jacob Abraham Camille Pissarro's seven children also became painters?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""3"", ""output"": ""3"", ""input_tokens"": 30, ""output_tokens"": 1}]",0,0.742320716381073
Mount Everest,Mount Everest,What is the name of the tallest mountain?,1.0,Geography,6.98e-06,6.27876,5.6556880000000005,"(3, 4)",results_geography,2.3876666666666668e-05,22.02277033333333,1,21.867455000000003,"[([0, 1], ['qwen2.5:14b', 'gemma3:27b'])]",0.4774621327718099,Geography,14552.033256530762,qoa_results_geography_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb200_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What is the name of the tallest mountain?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Mount Everest"", ""output"": ""Mount Everest"", ""input_tokens"": 22, ""output_tokens"": 2}, {""node"": 1, ""type"": ""verification"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the name of the tallest mountain?\n\nAnswer to verify: Mount Everest\n\nTask: Verify accuracy.\n\nRules:\n- If correct, output it exactly as given\n- If wrong, provide correct answer\n- Be concise and direct\n\nOutput (nothing else):"", ""parent_output"": ""Mount Everest"", ""raw_output"": ""Mount Everest"", ""output"": ""Mount Everest"", ""input_tokens"": 54, ""output_tokens"": 2}]",1,1.000000238418579
1660,1660,What year was the Süleymaniye damaged in the great fire?,1.0,History,7.82e-06,7.114047999999999,6.494438000000001,"(3, 4)",results_history,2.3625e-05,22.5119426,1,22.4210188,"[([0, 1], ['qwen2.5:14b', 'gemma3:27b'])]",0.6399691194295883,History,3943.85196852684,qoa_results_history_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: What year was the S\u00fcleymaniye damaged in the great fire?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""1660"", ""output"": ""1660"", ""input_tokens"": 27, ""output_tokens"": 2}, {""node"": 1, ""type"": ""verification"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What year was the S\u00fcleymaniye damaged in the great fire?\n\nAnswer to verify: 1660\n\nTask: Verify accuracy.\n\nRules:\n- If correct, output it exactly as given\n- If wrong, provide correct answer\n- Be concise and direct\n\nOutput (nothing else):"", ""parent_output"": ""1660"", ""raw_output"": ""1660"", ""output"": ""1660"", ""input_tokens"": 60, ""output_tokens"": 2}]",1,1.0
"December 16, 2010","September 8, 2010","What day, month, and year was The Legend of Heroes: Zero no Kiseki original soundtrack released?",0.8479047417640686,Music,4.27e-06,3.504186,2.51643,"(4,)",results_music,1.1357e-05,10.3206621,1,7.4114855,"[([0], ['gemma3:27b'])]",0.4612290024757385,Music,8730.395790100098,qoa_results_music_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What day, month, and year was The Legend of Heroes: Zero no Kiseki original soundtrack released?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""September 8, 2010"", ""output"": ""September 8, 2010"", ""input_tokens"": 35, ""output_tokens"": 7}]",0,0.8479048609733582
Kanaloa,Kamapuaa,Who is the god with the Hawaiian name Kama ªehuakanaloa?,0.6796872615814209,Other,8.63e-06,9.63903,9.59405,"(1, 4)",results_other,2.1696e-05,26.7876191,1,28.6483405,"[([0, 1], ['llama3-chatqa:8b', 'gemma3:27b'])]",0.3736518077552318,Other,7130.553217172623,qoa_results_other_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: Who is the god with the Hawaiian name Kama\u00a0\u00aaehuakanaloa?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Kamapuaa"", ""output"": ""Kamapuaa"", ""input_tokens"": 31, ""output_tokens"": 5}, {""node"": 1, ""type"": ""verification"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who is the god with the Hawaiian name Kama\u00a0\u00aaehuakanaloa?\n\nAnswer to verify: Kamapuaa\n\nTask: Verify accuracy.\n\nRules:\n- If correct, output it exactly as given\n- If wrong, provide correct answer\n- Be concise and direct\n\nOutput (nothing else):"", ""parent_output"": ""Kamapuaa"", ""raw_output"": ""Kamapuaa"", ""output"": ""Kamapuaa"", ""input_tokens"": 65, ""output_tokens"": 5}]",1,0.6796873807907104
17 May 2013,13 May 2013,"On which date, month, and year did the BBC publish an apology on their website for previously publishing inaccurate statements about Tunisian politician Rached Ghannouchi six months earlier on 21 November 2012?",0.9187034368515016,Politics,1.0075e-05,12.929706,18.447644,"(1, 3)",results_politics,1.94715e-05,25.9508432,1,37.0115888,"[([0, 1], ['llama3-chatqa:8b', 'qwen2.5:14b'])]",0.4441476225852966,Politics,9439.8041305542,qoa_results_politics_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""llama3-chatqa:8b"", ""prompt"": ""Question: On which date, month, and year did the BBC publish an apology on their website for previously publishing inaccurate statements about Tunisian politician Rached Ghannouchi six months earlier on 21 November 2012?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""13 May 2013"", ""output"": ""13 May 2013"", ""input_tokens"": 56, ""output_tokens"": 5}, {""node"": 1, ""type"": ""verification"", ""model"": ""qwen2.5:14b"", ""prompt"": ""Question: On which date, month, and year did the BBC publish an apology on their website for previously publishing inaccurate statements about Tunisian politician Rached Ghannouchi six months earlier on 21 November 2012?\n\nAnswer to verify: 13 May 2013\n\nTask: Verify accuracy.\n\nRules:\n- If correct, output it exactly as given\n- If wrong, provide correct answer\n- Be concise and direct\n\nOutput (nothing else):"", ""parent_output"": ""13 May 2013"", ""raw_output"": ""13 May 2013"", ""output"": ""13 May 2013"", ""input_tokens"": 92, ""output_tokens"": 5}]",1,0.918703556060791
August 2002,August 2002,In which month and year was Windows 2000 Service Pack 3 released?,1.0,Science and technology,1.028e-06,3.429987,5.279439,"(0,)",results_science_and_technology,4.0734e-06,14.55146,1,22.39762,"[([0], ['mistral:7b'])]",0.4455079674720764,Science and technology,5245.709873199463,qoa_results_science_and_technology_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""mistral:7b"", ""prompt"": ""Question: In which month and year was Windows 2000 Service Pack 3 released?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""August 2002"", ""output"": ""August 2002"", ""input_tokens"": 29, ""output_tokens"": 4}]",0,1.000000238418579
Sabre,Sabre,Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?,1.0,Sports,3.11e-06,2.753289,1.9771950000000005,"(4,)",results_sports,1.2783e-05,11.4803808,1,8.244304,"[([0], ['gemma3:27b'])]",0.4191039264202117,Sports,4442.241207361221,qoa_results_sports_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Which of the three Olympic fencing weapons was the last one to transition to using electrical equipment?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Sabre"", ""output"": ""Sabre"", ""input_tokens"": 31, ""output_tokens"": 2}]",0,1.0000001192092896
Jenna,"Nadja’s human familiar, Jenna.",Who does Beanie Feldstein play in What We Do in the Shadows?,1.0,TV shows,3.96e-06,3.087021,2.216855,"(4,)",results_tv_shows,1.1682e-05,10.595991,1,7.609205,"[([0], ['gemma3:27b'])]",0.6727710008621216,TV shows,4102.664754152298,qoa_results_tv_shows_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: Who does Beanie Feldstein play in What We Do in the Shadows?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Nadja\u2019s human familiar, Jenna."", ""output"": ""Nadja\u2019s human familiar, Jenna."", ""input_tokens"": 28, ""output_tokens"": 9}]",0,0.6706348657608032
Rachell Marie Hofstetter,Rachell Marie Hofstetter,"What is the full name of the streamer Valkyrae, an American live streamer and YouTuber?",1.0,Video games,4.45e-06,3.671052,2.63626,"(4,)",results_video_games,1.1905e-05,10.7378271,1,7.7110605,"[([0], ['gemma3:27b'])]",0.4877739816904068,Video games,4065.018641471863,qoa_results_video_games_pop200_gen200_add0p3_flip0p1_mut0p3_level4_bound5_cb2p44em05_lb38.94_20.csv,"[{""node"": 0, ""type"": ""leaf"", ""model"": ""gemma3:27b"", ""prompt"": ""Question: What is the full name of the streamer Valkyrae, an American live streamer and YouTuber?\n\nProvide the accurate answer directly.\n\nOutput (nothing else):"", ""raw_output"": ""Rachell Marie Hofstetter"", ""output"": ""Rachell Marie Hofstetter"", ""input_tokens"": 37, ""output_tokens"": 7}]",0,0.9999999403953552
